,caseNumber,docDate,documentClass,from,messageNumber,originalLink,pdfLink,postedDate,subject,to,vol,docNum,dateStr,subjectStr
83,F-2015-04841,1349064000000,HRC_Email_296,"Blumenthal, Sidney",,," ""<a href='/C05739615/'>Link</a>"" ",1432267200000,H: ROMNEY'S LAST GAMBIT. GOT DONE AND PUBLISHED. SID,H,6,C05739615,"Mon, 01 Oct 2012",H: ROMNEY'S LAST GAMBIT. GOT DONE AND PUBLISHED. SID
71,F-2015-04841,1349236800000,HRC_Email_296,"Sullivan, Jacob J",,," ""<a href='/C05739635/'>Link</a>"" ",1432267200000,TRIPOLI TRIP,H,2,C05739635,"Wed, 03 Oct 2012",TRIPOLI TRIP
40,F-2015-04841,1349236800000,HRC_Email_296,H,,," ""<a href='/C05739633/'>Link</a>"" ",1432267200000,BENGHAZI WAS OBAMA'S 3 AM CALL,Russorv@state.gov,2,C05739633,"Wed, 03 Oct 2012",BENGHAZI WAS OBAMA'S 3 AM CALL
14,F-2015-04841,1349496000000,HRC_Email_296,"Blumenthal, Sidney",,," ""<a href='/C05739643/'>Link</a>"" ",1432267200000,H: GREAT TO SEE YOU.  DROP IN AGAIN.  HERE'S LIBYA.  SID,H,2,C05739643,"Sat, 06 Oct 2012",H: GREAT TO SEE YOU.  DROP IN AGAIN.  HERE'S LIBYA.  SID
86,F-2015-04841,1349496000000,HRC_Email_296,"Mills, Cheryl D",,," ""<a href='/C05739637/'>Link</a>"" ",1432267200000,DAILY BEAST: A DIPLOMAT UNDER FIRE.,H,2,C05739637,"Sat, 06 Oct 2012",DAILY BEAST: A DIPLOMAT UNDER FIRE.
11,F-2015-04841,1349582400000,HRC_Email_296,H,,," ""<a href='/C05739644/'>Link</a>"" ",1432267200000,H: GREAT TO SEE YOU. DROP IN AGAIN. HERE'S LIBYA. SID,Russorv@state.gov,4,C05739644,"Sun, 07 Oct 2012",H: GREAT TO SEE YOU. DROP IN AGAIN. HERE'S LIBYA. SID
16,F-2015-04841,1349582400000,HRC_Email_296,H,,," ""<a href='/C05739647/'>Link</a>"" ",1432267200000,H: GREAT TO SEE YOU. DROP IN AGAIN. HERE'S LIBYA. SID,sullivanjj@state.gov,4,C05739647,"Sun, 07 Oct 2012",H: GREAT TO SEE YOU. DROP IN AGAIN. HERE'S LIBYA. SID
12,F-2015-04841,1349582400000,HRC_Email_296,"Blumenthal, Sidney",,," ""<a href='/C05739650/'>Link</a>"" ",1432267200000,H: GREAT TO SEE YOU.  DROP IN AGAIN.  HERE'S LIBYA.  SID,H,4,C05739650,"Sun, 07 Oct 2012",H: GREAT TO SEE YOU.  DROP IN AGAIN.  HERE'S LIBYA.  SID
4,F-2015-04841,1349582400000,HRC_Email_296,"Sullivan, Jacob J",,," ""<a href='/C05739651/'>Link</a>"" ",1432267200000,H: GREAT TO SEE YOU.  DROP IN AGAIN.  HERE'S LIBYA.  SID,H,4,C05739651,"Sun, 07 Oct 2012",H: GREAT TO SEE YOU.  DROP IN AGAIN.  HERE'S LIBYA.  SID
51,F-2015-04841,1349668800000,HRC_Email_296,H,,," ""<a href='/C05739656/'>Link</a>"" ",1432267200000,THE CABLE: ROMNEY TO COMPARE BENGHAZI TO ORIGINAL 9/11 ATTACKS,millscd@state.gov,2,C05739656,"Mon, 08 Oct 2012",THE CABLE: ROMNEY TO COMPARE BENGHAZI TO ORIGINAL 9/11 ATTACKS
53,F-2015-04841,1349668800000,HRC_Email_296,"Mills, Cheryl D",,," ""<a href='/C05739653/'>Link</a>"" ",1432267200000,THE CABLE: ROMNEY TO COMPARE BENGHAZI TO ORIGINAL 9/11 ATTACKS,H,2,C05739653,"Mon, 08 Oct 2012",THE CABLE: ROMNEY TO COMPARE BENGHAZI TO ORIGINAL 9/11 ATTACKS
31,F-2015-04841,1349841600000,HRC_Email_296,"Sullivan, Jacob J",,," ""<a href='/C05739663/'>Link</a>"" ",1432267200000,SPEECH DRAFT FOR FRIDAY AT CSIS,H,5,C05739663,"Wed, 10 Oct 2012",SPEECH DRAFT FOR FRIDAY AT CSIS
90,F-2015-04841,1349841600000,HRC_Email_296,"Hanley, Monica R",,," ""<a href='/C05739665/'>Link</a>"" ",1432267200000,SPEECH DRAFT FOR FRIDAY AT CSIS,"Schwerin, Daniel B",5,C05739665,"Wed, 10 Oct 2012",SPEECH DRAFT FOR FRIDAY AT CSIS
62,F-2015-04841,1349841600000,HRC_Email_296,"Sullivan, Jacob J",,," ""<a href='/C05739668/'>Link</a>"" ",1432267200000,SPEECH DRAFT FOR FRIDAY AT CSIS,H,5,C05739668,"Wed, 10 Oct 2012",SPEECH DRAFT FOR FRIDAY AT CSIS
38,F-2015-04841,1349841600000,HRC_Email_296,"Mills, Cheryl D",,," ""<a href='/C05739659/'>Link</a>"" ",1432267200000,THE HILL: ISSA TARGETS HILLARY: BIG MISTAKE,H,5,C05739659,"Wed, 10 Oct 2012",THE HILL: ISSA TARGETS HILLARY: BIG MISTAKE
30,F-2015-04841,1349841600000,HRC_Email_296,"Schwerin, Daniel B",,," ""<a href='/C05739661/'>Link</a>"" ",1432267200000,SPEECH DRAFT FOR FRIDAY AT CSIS,H,5,C05739661,"Wed, 10 Oct 2012",SPEECH DRAFT FOR FRIDAY AT CSIS
45,F-2015-04841,1349928000000,HRC_Email_296,"Reines, Philippe I",,," ""<a href='/C05739674/'>Link</a>"" ",1432267200000,MONICA LANGLEY TRANSCRIPT,"Nides, Thomas R",2,C05739674,"Thu, 11 Oct 2012",MONICA LANGLEY TRANSCRIPT
29,F-2015-04841,1349928000000,HRC_Email_296,,,," ""<a href='/C05739694/'>Link</a>"" ",1432267200000,"SECRETARY OF STATE HILLARY RODHAM CLINTON REMARKS ON THE MAGHREB IN TRANSITION AT THE CENTER FOR STRATEGIC AND INTERNATIONAL STUDIES WASHINGTON, DC OCTOBER 12, 2012",,2,C05739694,"Thu, 11 Oct 2012","SECRETARY OF STATE HILLARY RODHAM CLINTON REMARKS ON THE MAGHREB IN TRANSITION AT THE CENTER FOR STRATEGIC AND INTERNATIONAL STUDIES WASHINGTON, DC OCTOBER 12, 2012"
50,F-2015-04841,1350014400000,HRC_Email_296,"Sullivan, Jacob J",,," ""<a href='/C05739697/'>Link</a>"" ",1432267200000,Q RE HBJ,H,6,C05739697,"Fri, 12 Oct 2012",Q RE HBJ
28,F-2015-04841,1350014400000,HRC_Email_296,"Schwerin, Daniel B",,," ""<a href='/C05739685/'>Link</a>"" ",1432267200000,ENDING OF SPEECH,H,6,C05739685,"Fri, 12 Oct 2012",ENDING OF SPEECH
32,F-2015-04841,1350014400000,HRC_Email_296,"Sullivan, Jacob J",,," ""<a href='/C05739683/'>Link</a>"" ",1432267200000,HRC @ CSIS - V8,H,6,C05739683,"Fri, 12 Oct 2012",HRC @ CSIS - V8
68,F-2015-04841,1350014400000,HRC_Email_296,"Schwerin, Daniel B",,," ""<a href='/C05739679/'>Link</a>"" ",1432267200000,ENDING OF SPEECH,"Sullivan, Jacob J",6,C05739679,"Fri, 12 Oct 2012",ENDING OF SPEECH
94,F-2015-04841,1350014400000,HRC_Email_296,H,,," ""<a href='/C05739682/'>Link</a>"" ",1432267200000,ENDING OF SPEECH,sullivanjj@state.gov,6,C05739682,"Fri, 12 Oct 2012",ENDING OF SPEECH
80,F-2015-04841,1350014400000,HRC_Email_296,"Sullivan, Jacob J",,," ""<a href='/C05739677/'>Link</a>"" ",1432267200000,ENDING OF SPEECH,H,6,C05739677,"Fri, 12 Oct 2012",ENDING OF SPEECH
93,F-2015-04841,1350100800000,HRC_Email_296,"Sherman, Wendy R",,," ""<a href='/C05739700/'>Link</a>"" ",1432267200000,CSIS,H,1,C05739700,"Sat, 13 Oct 2012",CSIS
58,F-2015-04841,1350187200000,HRC_Email_296,"Mills, Cheryl D",,," ""<a href='/C05739714/'>Link</a>"" ",1432267200000,"BLOOMBERG: LIBYAN AMBASSADOR'S DEATH NOT A POLITICAL ISSUE, SAYS DAD",H,4,C05739714,"Sun, 14 Oct 2012","BLOOMBERG: LIBYAN AMBASSADOR'S DEATH NOT A POLITICAL ISSUE, SAYS DAD"
69,F-2015-04841,1350187200000,HRC_Email_296,H,,," ""<a href='/C05739718/'>Link</a>"" ",1432267200000,"BLOOMBERG: LIBYAN AMBASSADOR'S DEATH NOT A POLITICAL ISSUE, SAYS DAD",millscd@state.gov,4,C05739718,"Sun, 14 Oct 2012","BLOOMBERG: LIBYAN AMBASSADOR'S DEATH NOT A POLITICAL ISSUE, SAYS DAD"
52,F-2015-04841,1350187200000,HRC_Email_296,H,,," ""<a href='/C05739711/'>Link</a>"" ",1432267200000,"BLOOMBERG: LIBYAN AMBASSADOR'S DEATH NOT A POLITICAL ISSUE, SAYS DAD",millscd@state.gov,4,C05739711,"Sun, 14 Oct 2012","BLOOMBERG: LIBYAN AMBASSADOR'S DEATH NOT A POLITICAL ISSUE, SAYS DAD"
55,F-2015-04841,1350187200000,HRC_Email_296,"Mills, Cheryl D",,," ""<a href='/C05739703/'>Link</a>"" ",1432267200000,"BLOOMBERG: LIBYAN AMBASSADOR'S DEATH NOT A POLITICAL ISSUE, SAYS DAD",H,4,C05739703,"Sun, 14 Oct 2012","BLOOMBERG: LIBYAN AMBASSADOR'S DEATH NOT A POLITICAL ISSUE, SAYS DAD"
85,F-2015-04841,1350273600000,HRC_Email_296,"Mills, Cheryl D",,," ""<a href='/C05739720/'>Link</a>"" ",1432267200000,TRIPOLI PERSONNEL,H,3,C05739720,"Mon, 15 Oct 2012",TRIPOLI PERSONNEL
88,F-2015-04841,1350273600000,HRC_Email_296,H,,," ""<a href='/C05739733/'>Link</a>"" ",1432267200000,"[SALON] THE DEATH OF AMBASSADOR CHRIS STEVENS, THE NEED FOR ""EXPEDITIONARY DIPLOMACY,"" AND THE REAL LESSONS FOR U.S. DIPLOMACY",sullivanjj@state.gov,3,C05739733,"Mon, 15 Oct 2012","[SALON] THE DEATH OF AMBASSADOR CHRIS STEVENS, THE NEED FOR ""EXPEDITIONARY DIPLOMACY,"" AND THE REAL LESSONS FOR U.S. DIPLOMACY"
72,F-2015-04841,1350273600000,HRC_Email_296,H,,," ""<a href='/C05739729/'>Link</a>"" ",1432267200000,"[SALON] THE DEATH OF AMBASSADOR CHRIS STEVENS, THE NEED FOR ""EXPEDITIONARY DIPLOMACY"" AND THE REAL LESSONS FOR U.S. DIPLOMACY",hanleymr@state.gov,3,C05739729,"Mon, 15 Oct 2012","[SALON] THE DEATH OF AMBASSADOR CHRIS STEVENS, THE NEED FOR ""EXPEDITIONARY DIPLOMACY"" AND THE REAL LESSONS FOR U.S. DIPLOMACY"
10,F-2015-04841,1350360000000,HRC_Email_296,"Blumenthal, Sidney",,," ""<a href='/C05739734/'>Link</a>"" ",1432267200000,"H: NEW INTEL, LIBYAN PM'S PLANS. SID",H,1,C05739734,"Tue, 16 Oct 2012","H: NEW INTEL, LIBYAN PM'S PLANS. SID"
13,F-2015-04841,1350446400000,HRC_Email_296,H,,," ""<a href='/C05739744/'>Link</a>"" ",1432267200000,"H: NEW INTEL, LIBYAN PM'S PLANS. SID",sullivanjj@state.gov,5,C05739744,"Wed, 17 Oct 2012","H: NEW INTEL, LIBYAN PM'S PLANS. SID"
2,F-2015-04841,1350446400000,HRC_Email_296,H,,," ""<a href='/C05739741/'>Link</a>"" ",1432267200000,FW:,,5,C05739741,"Wed, 17 Oct 2012",FW:
1,F-2015-04841,1350446400000,HRC_Email_296,H,,," ""<a href='/C05739740/'>Link</a>"" ",1432267200000,FW:,,5,C05739740,"Wed, 17 Oct 2012",FW:
87,F-2015-04841,1350446400000,HRC_Email_296,H,,," ""<a href='/C05739754/'>Link</a>"" ",1432267200000,"RICE ON ""THIS WEEK""",Russorv@state.gov,5,C05739754,"Wed, 17 Oct 2012","RICE ON ""THIS WEEK"""
39,F-2015-04841,1350446400000,HRC_Email_296,H,,," ""<a href='/C05739750/'>Link</a>"" ",1432267200000,"[SALON] THE DEATH OF AMBASSADOR CHRIS STEVENS, THE NEED FOR ""EXPEDITIONARY DIPLOMACY,"" AND THE REAL LESSONS FOR U.S. DIPLOMACY",Russorv@state.gov,5,C05739750,"Wed, 17 Oct 2012","[SALON] THE DEATH OF AMBASSADOR CHRIS STEVENS, THE NEED FOR ""EXPEDITIONARY DIPLOMACY,"" AND THE REAL LESSONS FOR U.S. DIPLOMACY"
37,F-2015-04841,1350532800000,HRC_Email_296,"Mills, Cheryl D",,," ""<a href='/C05739762/'>Link</a>"" ",1432267200000,UPDATE: LIBYAN ISLAMIST SAYS HE WAS AT U.S. CONSULATE DURING ATTACK (REUTERS,H,2,C05739762,"Thu, 18 Oct 2012",UPDATE: LIBYAN ISLAMIST SAYS HE WAS AT U.S. CONSULATE DURING ATTACK (REUTERS
64,F-2015-04841,1350532800000,HRC_Email_296,"Mills, Cheryl D",,," ""<a href='/C05739758/'>Link</a>"" ",1432267200000,FW: ,H,2,C05739758,"Thu, 18 Oct 2012",FW: 
17,F-2015-04841,1350619200000,HRC_Email_296,H,,," ""<a href='/C05739763/'>Link</a>"" ",1432267200000,LIBYA,millscd@state.gov,2,C05739763,"Fri, 19 Oct 2012",LIBYA
15,F-2015-04841,1350619200000,HRC_Email_296,"Mills, Cheryl D",,," ""<a href='/C05739765/'>Link</a>"" ",1432267200000,LIBYA,H,2,C05739765,"Fri, 19 Oct 2012",LIBYA
9,F-2015-04841,1351137600000,HRC_Email_296,H,,," ""<a href='/C05739769/'>Link</a>"" ",1432267200000,H: LATEST INTEL: LIBYAN LEADERSHIP PRIVATE DISCUSSIONS. SID,Russorv@state.gov,4,C05739769,"Thu, 25 Oct 2012",H: LATEST INTEL: LIBYAN LEADERSHIP PRIVATE DISCUSSIONS. SID
18,F-2015-04841,1351137600000,HRC_Email_296,H,,," ""<a href='/C05739771/'>Link</a>"" ",1432267200000,H: LATEST INTEL: LIBYAN LEADERSHIP PRIVATE DISCUSSIONS. SID,sullivanjj@state.gov,4,C05739771,"Thu, 25 Oct 2012",H: LATEST INTEL: LIBYAN LEADERSHIP PRIVATE DISCUSSIONS. SID
5,F-2015-04841,1351137600000,HRC_Email_296,"Sullivan, Jacob J",,," ""<a href='/C05739772/'>Link</a>"" ",1432267200000,H: LATEST INTEL: LIBYAN LEADERSHIP PRIVATE DISCUSSIONS. SID,H,4,C05739772,"Thu, 25 Oct 2012",H: LATEST INTEL: LIBYAN LEADERSHIP PRIVATE DISCUSSIONS. SID
7,F-2015-04841,1351137600000,HRC_Email_296,"Blumenthal, Sidney",,," ""<a href='/C05739768/'>Link</a>"" ",1432267200000,H: LATEST INTEL: LIBYAN LEADERSHIP PRIVATE DISCUSSIONS. SID,H,4,C05739768,"Thu, 25 Oct 2012",H: LATEST INTEL: LIBYAN LEADERSHIP PRIVATE DISCUSSIONS. SID
47,F-2015-04841,1351310400000,HRC_Email_296,"Mills, Cheryl D",,," ""<a href='/C05739774/'>Link</a>"" ",1432267200000,WSJ EDITORIAL - THE OTHER EMBASSY ATTACK,H,1,C05739774,"Sat, 27 Oct 2012",WSJ EDITORIAL - THE OTHER EMBASSY ATTACK
63,F-2015-04841,1351483200000,HRC_Email_296,"Huma, Abedin",,," ""<a href='/C05739777/'>Link</a>"" ",1432267200000,,H,1,C05739777,"Mon, 29 Oct 2012",
67,F-2015-04841,1352610000000,HRC_Email_296,"Mills, Cheryl D",,," ""<a href='/C05739779/'>Link</a>"" ",1432267200000,DIPLOMATS STILL IN BENGHAZI SAY THEY HAD LONG QUESTIONED U.S. RELIANCE ON LOCAL MILITIA (MCCLATCHY,H,1,C05739779,"Sun, 11 Nov 2012",DIPLOMATS STILL IN BENGHAZI SAY THEY HAD LONG QUESTIONED U.S. RELIANCE ON LOCAL MILITIA (MCCLATCHY
44,F-2015-04841,1352782800000,HRC_Email_296,"Mills, Cheryl D",,," ""<a href='/C05739780/'>Link</a>"" ",1432267200000,HOW ARE THE HEARINGS GOING?,H,1,C05739780,"Tue, 13 Nov 2012",HOW ARE THE HEARINGS GOING?
78,F-2015-04841,1352869200000,HRC_Email_296,"Mills, Cheryl D",,," ""<a href='/C05739795/'>Link</a>"" ",1432267200000,POLITICO BREAKING NEWS,H,5,C05739795,"Wed, 14 Nov 2012",POLITICO BREAKING NEWS
92,F-2015-04841,1352869200000,HRC_Email_296,"Mills, Cheryl D",,," ""<a href='/C05739786/'>Link</a>"" ",1432267200000,"HOMELANDSECURITY, INTELLIGENCE: DEAR COLLEAGUE: COSIGN: LETTER OPPOSING AMBASSADOR SUSAN RICE FOR SECRETARY OF STATE","Sullivan, Jacob J",5,C05739786,"Wed, 14 Nov 2012","HOMELANDSECURITY, INTELLIGENCE: DEAR COLLEAGUE: COSIGN: LETTER OPPOSING AMBASSADOR SUSAN RICE FOR SECRETARY OF STATE"
70,F-2015-04841,1352869200000,HRC_Email_296,"Mills, Cheryl D",,," ""<a href='/C05739787/'>Link</a>"" ",1432267200000,DAVID PETRAEUS WILL TESTIFY ON BENGHAZI (POLITICO,H,5,C05739787,"Wed, 14 Nov 2012",DAVID PETRAEUS WILL TESTIFY ON BENGHAZI (POLITICO
89,F-2015-04841,1352869200000,HRC_Email_296,H,,," ""<a href='/C05739797/'>Link</a>"" ",1432267200000,POLITICO BREAKING NEWS,millscd@state.gov,5,C05739797,"Wed, 14 Nov 2012",POLITICO BREAKING NEWS
79,F-2015-04841,1352869200000,HRC_Email_296,"Reines, Philippe I",,," ""<a href='/C05739792/'>Link</a>"" ",1432267200000,DAVID PETRAEUS WILL TESTIFY ON BENGHAZI (POLITICO,"Mills, Cheryl D",5,C05739792,"Wed, 14 Nov 2012",DAVID PETRAEUS WILL TESTIFY ON BENGHAZI (POLITICO
76,F-2015-04841,1352955600000,HRC_Email_296,"Slaughter, Anne-Marie",,," ""<a href='/C05739802/'>Link</a>"" ",1432267200000,AN OP-ED YOU SHOULD READ; PRAISES STATE FOR WHAT STEVENS DID RIGHT,H,2,C05739802,"Thu, 15 Nov 2012",AN OP-ED YOU SHOULD READ; PRAISES STATE FOR WHAT STEVENS DID RIGHT
41,F-2015-04841,1352955600000,HRC_Email_296,"Mills, Cheryl D",,," ""<a href='/C05739799/'>Link</a>"" ",1432267200000,MARK - QUICK REUTERS QUERY,H,2,C05739799,"Thu, 15 Nov 2012",MARK - QUICK REUTERS QUERY
74,F-2015-04841,1353042000000,HRC_Email_296,"Mills, Cheryl D",,," ""<a href='/C05739804/'>Link</a>"" ",1432267200000,WSJ: HILLARY AND LIBYA,H,1,C05739804,"Fri, 16 Nov 2012",WSJ: HILLARY AND LIBYA
91,F-2015-04841,1353214800000,HRC_Email_296,H,,," ""<a href='/C05739805/'>Link</a>"" ",1432267200000,WSJ: HILLARY AND LIBYA,,2,C05739805,"Sun, 18 Nov 2012",WSJ: HILLARY AND LIBYA
3,F-2015-04841,1353214800000,HRC_Email_296,"Sullivan, Jacob J",,," ""<a href='/C05739808/'>Link</a>"" ",1432267200000,FYI - REPORT OF ARRESTS -- POSSIBLE BENGHAZI CONNECTION,H,2,C05739808,"Sun, 18 Nov 2012",FYI - REPORT OF ARRESTS -- POSSIBLE BENGHAZI CONNECTION
66,F-2015-04841,1353560400000,HRC_Email_296,"Mills, Cheryl D",,," ""<a href='/C05739811/'>Link</a>"" ",1432267200000,AP - RICE DEFENDS BENGHAZI REMARKS,H,1,C05739811,"Thu, 22 Nov 2012",AP - RICE DEFENDS BENGHAZI REMARKS
27,F-2015-04841,1353646800000,HRC_Email_296,H,,," ""<a href='/C05739817/'>Link</a>"" ",1432267200000,MONDAY NOVEMBER 26 FROM 2:35 - 3:20 PM - TOPIC - BENGHAZI,millscd@state.gov,5,C05739817,"Fri, 23 Nov 2012",MONDAY NOVEMBER 26 FROM 2:35 - 3:20 PM - TOPIC - BENGHAZI
26,F-2015-04841,1353646800000,HRC_Email_296,"Mills, Cheryl D",,," ""<a href='/C05739814/'>Link</a>"" ",1432267200000,MONDAY NOVEMBER 26 FROM 2:35 - 3:20 PM - TOPIC - BENGHAZI,H,5,C05739814,"Fri, 23 Nov 2012",MONDAY NOVEMBER 26 FROM 2:35 - 3:20 PM - TOPIC - BENGHAZI
25,F-2015-04841,1353646800000,HRC_Email_296,"Valmoro, Lona J",,," ""<a href='/C05739825/'>Link</a>"" ",1432267200000,MONDAY NOVEMBER 26 FROM 2:35 - 3:20 PM - TOPIC - BENGHAZI,H,5,C05739825,"Fri, 23 Nov 2012",MONDAY NOVEMBER 26 FROM 2:35 - 3:20 PM - TOPIC - BENGHAZI
24,F-2015-04841,1353646800000,HRC_Email_296,H,,," ""<a href='/C05739823/'>Link</a>"" ",1432267200000,MONDAY NOVEMBER 26 FROM 2:35 - 3:20 PM - TOPIC - BENGHAZI,millscd@state.gov,5,C05739823,"Fri, 23 Nov 2012",MONDAY NOVEMBER 26 FROM 2:35 - 3:20 PM - TOPIC - BENGHAZI
19,F-2015-04841,1353646800000,HRC_Email_296,"Mills, Cheryl D",,," ""<a href='/C05739819/'>Link</a>"" ",1432267200000,MONDAY NOVEMBER 26 FROM 2:35 - 3:20 PM - TOPIC - BENGHAZI,H,5,C05739819,"Fri, 23 Nov 2012",MONDAY NOVEMBER 26 FROM 2:35 - 3:20 PM - TOPIC - BENGHAZI
21,F-2015-04841,1353733200000,HRC_Email_296,"Mills, Cheryl D",,," ""<a href='/C05739827/'>Link</a>"" ",1432267200000,MONDAY NOVEMBER 26 FROM 2:35 - 3:20 PM - TOPIC - BENGHAZI,H,1,C05739827,"Sat, 24 Nov 2012",MONDAY NOVEMBER 26 FROM 2:35 - 3:20 PM - TOPIC - BENGHAZI
23,F-2015-04841,1353819600000,HRC_Email_296,H,,," ""<a href='/C05739834/'>Link</a>"" ",1432267200000,SCHEDULE,ValmoroLj@state.gov,2,C05739834,"Sun, 25 Nov 2012",SCHEDULE
20,F-2015-04841,1353819600000,HRC_Email_296,"Valmoro, Lona J",,," ""<a href='/C05739830/'>Link</a>"" ",1432267200000,SCHEDULE,H,2,C05739830,"Sun, 25 Nov 2012",SCHEDULE
0,F-2015-04841,1353906000000,HRC_Email_296,"Mills, Cheryl D",,," ""<a href='/C05739836/'>Link</a>"" ",1432267200000,HEARINGS,H,2,C05739836,"Mon, 26 Nov 2012",HEARINGS
22,F-2015-04841,1353906000000,HRC_Email_296,"Coleman, Claire L",,," ""<a href='/C05739835/'>Link</a>"" ",1432267200000,"MINI FOR TODAY-MONDAY, NOV 26, 2012",H,2,C05739835,"Mon, 26 Nov 2012","MINI FOR TODAY-MONDAY, NOV 26, 2012"
54,F-2015-04841,1354078800000,HRC_Email_296,"Mills, Cheryl",,," ""<a href='/C05739839/'>Link</a>"" ",1432267200000,POLITICO - MCCAIN AND HILLARY'S BIPARTISAN BOND,H,2,C05739839,"Wed, 28 Nov 2012",POLITICO - MCCAIN AND HILLARY'S BIPARTISAN BOND
49,F-2015-04841,1354078800000,HRC_Email_296,"Mills, Cheryl D",,," ""<a href='/C05739840/'>Link</a>"" ",1432267200000,MAKE UP TURNED BREAK UP,H,2,C05739840,"Wed, 28 Nov 2012",MAKE UP TURNED BREAK UP
75,F-2015-04841,1354597200000,HRC_Email_296,"Mills, Cheryl",,," ""<a href='/C05739841/'>Link</a>"" ",1432267200000,COHEN POST,H,1,C05739841,"Tue, 04 Dec 2012",COHEN POST
8,F-2015-04841,1355115600000,HRC_Email_296,"Blumenthal, Sidney",,," ""<a href='/C05739843/'>Link</a>"" ",1432267200000,"H: LIBYA, LATEST BENGHAZI INTEL. SID",H,1,C05739843,"Mon, 10 Dec 2012","H: LIBYA, LATEST BENGHAZI INTEL. SID"
57,F-2015-04841,1355806800000,HRC_Email_296,"Mills, Cheryl D",,," ""<a href='/C05739844/'>Link</a>"" ",1432267200000,DS,H,2,C05739844,"Tue, 18 Dec 2012",DS
56,F-2015-04841,1355806800000,HRC_Email_296,"Mills, Cheryl D",,," ""<a href='/C05739846/'>Link</a>"" ",1432267200000,INQUIRY INTO LIBYA ATTACK IS SHARPLY CRITICAL OF STATE DEPT. (NYT,H,2,C05739846,"Tue, 18 Dec 2012",INQUIRY INTO LIBYA ATTACK IS SHARPLY CRITICAL OF STATE DEPT. (NYT
84,F-2015-04841,1355893200000,HRC_Email_296,"Blumenthal, Sidney",,," ""<a href='/C05739848/'>Link</a>"" ",1432267200000,"H: SURE YOU'VE SEEN ALL THIS INFO, BUT START ON GRAPH 5. SID",H,1,C05739848,"Wed, 19 Dec 2012","H: SURE YOU'VE SEEN ALL THIS INFO, BUT START ON GRAPH 5. SID"
6,F-2015-04841,1355979600000,HRC_Email_296,H,,," ""<a href='/C05739865/'>Link</a>"" ",1432267200000,"H:  LIBYA, LATEST BENGHAZI INTEL.  SID",sullivanjj@state.gov,11,C05739865,"Thu, 20 Dec 2012","H:  LIBYA, LATEST BENGHAZI INTEL.  SID"
95,F-2015-04841,1355979600000,HRC_Email_296,H,,," ""<a href='/C05739849/'>Link</a>"" ",1432267200000,THANK YOU SO MUCH,Burnswj@state.gov,11,C05739849,"Thu, 20 Dec 2012",THANK YOU SO MUCH
42,F-2015-04841,1355979600000,HRC_Email_296,"Mills, Cheryl D",,," ""<a href='/C05739855/'>Link</a>"" ",1432267200000,FOX FROM CAITLIN,H,11,C05739855,"Thu, 20 Dec 2012",FOX FROM CAITLIN
77,F-2015-04841,1355979600000,HRC_Email_296,"Sullivan, Jacob J",,," ""<a href='/C05739862/'>Link</a>"" ",1432267200000,"H: SURE YOU'VE SEEN ALL THIS INFO, BUT START ON GRAPH 5. SID",H,11,C05739862,"Thu, 20 Dec 2012","H: SURE YOU'VE SEEN ALL THIS INFO, BUT START ON GRAPH 5. SID"
73,F-2015-04841,1355979600000,HRC_Email_296,"Burns, William J",,," ""<a href='/C05739851/'>Link</a>"" ",1432267200000,THANK YOU SO MUCH,H,11,C05739851,"Thu, 20 Dec 2012",THANK YOU SO MUCH
60,F-2015-04841,1355979600000,HRC_Email_296,H,,," ""<a href='/C05739860/'>Link</a>"" ",1432267200000,"H: SURE YOU'VE SEEN ALL THIS INFO, BUT START ON GRAPH 5. SID",sullivanjj@state.gov,11,C05739860,"Thu, 20 Dec 2012","H: SURE YOU'VE SEEN ALL THIS INFO, BUT START ON GRAPH 5. SID"
59,F-2015-04841,1355979600000,HRC_Email_296,H,,," ""<a href='/C05739858/'>Link</a>"" ",1432267200000,FOX FROM CAITLIN,millscd@state.gov,11,C05739858,"Thu, 20 Dec 2012",FOX FROM CAITLIN
35,F-2015-04841,1355979600000,HRC_Email_296,H,,," ""<a href='/C05739856/'>Link</a>"" ",1432267200000,FOX FROM CAITLIN,millscd@state.gov,11,C05739856,"Thu, 20 Dec 2012",FOX FROM CAITLIN
43,F-2015-04841,1355979600000,HRC_Email_296,"Mills, Cheryl D",,," ""<a href='/C05739850/'>Link</a>"" ",1432267200000,THANK YOU SO MUCH,H,11,C05739850,"Thu, 20 Dec 2012",THANK YOU SO MUCH
82,F-2015-04841,1355979600000,HRC_Email_296,H,,," ""<a href='/C05739853/'>Link</a>"" ",1432267200000,THANK YOU SO MUCH,NidesTR@state.gov,11,C05739853,"Thu, 20 Dec 2012",THANK YOU SO MUCH
61,F-2015-04841,1355979600000,HRC_Email_296,"Nides, Thomas R",,," ""<a href='/C05739852/'>Link</a>"" ",1432267200000,THANK YOU SO MUCH,H,11,C05739852,"Thu, 20 Dec 2012",THANK YOU SO MUCH
48,F-2015-04841,1356325200000,HRC_Email_296,"Reines, Philippe I",,," ""<a href='/C05739867/'>Link</a>"" ",1432267200000,THANK YOU,H,1,C05739867,"Mon, 24 Dec 2012",THANK YOU
